title,n_enrolled,course_type,institution,instructors,Level,subject,language,subtitles,course_effort,course_length,price
"Feeding a Hungry Planet: Agriculture, Nutrition and Sustainability",10488,Self-paced on your time,SDG Academy,"['Achim Dobermann', 'Ken Giller', 'Jessica Fanzo', 'Upmanu Lall']",Intermediate,Environmental Studies,English,"['English', 'Русский']",3–5 hours per week,7 Weeks,49
Macroeconomics - The Basics,53260,Self-paced on your time,Doane University,"['Arinna Butler Roxa, MBA']",Introductory,Economics & Finance,English,['English'],10–18 hours per week,8 Weeks,79
Fundamentals of Financial Mathematics and Capital Budgeting,5410,Self-paced on your time,NYIF,['Douglas Carroll'],Introductory,Economics & Finance,English,['English'],1–2 hours per week,4 Weeks,99
Gestión participativa: motivación y liderazgo organizacional,23441,Self-paced on your time,Universitat Politècnica de Valencia,"['Juan A. Marin', 'García', 'Cristina Santandreu Mascarell', 'Amable Juárez Tárrega']",Intermediate,Business & Management,Español,['Español'],3–4 hours per week,8 Weeks,79
Herramientas de ciencia de datos: uso práctico,53260,Self-paced on your time,IBM,"['Romeo Kienzler', 'Svetlana Levitan', 'Maureen McElaney']",Introductory,Data Analysis & Statistics,Español,['Español'],3–7 hours per week,7 Weeks,39
Bienestar para el desarrollo personal y profesional,53260,Self-paced on your time,Universidades Anáhuac,"['J. Armando Barriguete Meléndez', 'Adriana Viladoms Portugal']",Intermediate,Health & Safety,Español,"['English', 'Español']",5–7 hours per week,5 Weeks,29
Energía eléctrica: conceptos y principios básicos,9762,Self-paced on your time,Tecnológico de Monterrey,"['Manuel Macías García', 'Rodolfo Anaya Zamora', 'Cornelio Contreras Hinojosa']",Intermediate,Engineering,Español,['Español'],4–5 hours per week,7 Weeks,49
Market Segmentation Analysis,17055,Self-paced on your time,The University of Queensland,"['Sara Dolnicar', 'Bettina Grün', 'Friedrich Leisch']",Intermediate,Business & Management,English,['English'],6–8 hours per week,5 Weeks,99
Pensamento crítico: tomada de decisões fundamentadas,53260,Self-paced on your time,Tecnológico de Monterrey,['Eduardo Pérez Gorostieta'],Introductory,Business & Management,Português,['Português'],5–8 hours per week,4 Weeks,149
AP® English Literature & Composition – Part 2: Poems,5719,Self-paced on your time,"University of California, Berkeley",['Maggie Sokolik'],Introductory,Humanities,English,['English'],4–5 hours per week,7 Weeks,49
"Electrical, Optical & Magnetic Materials and Devices",16905,Self-paced on your time,Massachusetts Institute of Technology,"['Caroline Ross', 'Jessica Sandland']",Intermediate,Engineering,English,['English'],8–12 hours per week,16 Weeks,150
Advanced Cardiac Imaging: Cardiac Computed Tomography (CT),53260,Self-paced on your time,University of Hong Kong,"['Dr. Ming', 'Yen Ng', 'Dr. Varut Vince Vardhanabhuti', 'Guest speaker: Dr. Suhny Abbara', 'Guest speaker:  Dr. Ed Nicol']",Introductory,Medicine,English,"['English', 'Français', '中文', '中文']",2–3 hours per week,4 Weeks,99
How to Design a Successful Business Model,33656,Self-paced on your time,Delft University of Technology,"['Harry Bouwman', 'Mark de Reuver', 'Timber Haaker']",Introductory,Business & Management,English,"['Deutsch', 'English', 'Español', 'Français']",2–4 hours per week,8 Weeks,99
Ecodesign for Cities and Suburbs,28472,Self-paced on your time,University of British Columbia,"['Jonathan Barnett', 'Larry Beasley']",Introductory,Environmental Studies,English,['English'],4–5 hours per week,6 Weeks,99
Agile Software Development,37158,Self-paced on your time,ETH Zurich,['Bertrand Meyer'],Introductory,Computer Science,English,['English'],2–3 hours per week,6 Weeks,50
Diseño de sistemas de información gerencial para intranet con Microsoft Access,9144,Self-paced on your time,Universidad del Rosario,"['Claudia Alejandra Castillo Chavarro', 'Juan Manuel Sánchez Barrero']",Intermediate,Computer Science,Español,['Español'],6–10 hours per week,4 Weeks,49
Essentials of Program Strategy and Evaluation,53260,Self-paced on your time,Stanford University,['Paul Brest'],Introductory,Philanthropy,English,['English'],5–10 hours per week,4 Weeks,50
Gestão de Projetos de Desenvolvimento,28337,Self-paced on your time,Inter-American Development Bank,"['Luiz Claudio Faria', 'Vanessa Sayos del Castillo', 'Ernesto Mondelo']",Introductory,Business & Management,Português,['Português'],3–4 hours per week,10 Weeks,49
Innovation: From Plan to Product,12918,Self-paced on your time,The University of Queensland,"['Tim Kastelle', 'Anna Jenkins', 'John Steen']",Intermediate,Business & Management,English,['English'],8–10 hours per week,10 Weeks,249
Introduction to Database Queries,53260,Self-paced on your time,New York University,['Aspen Olmsted'],Introductory,Computer Science,English,['English'],6–8 hours per week,5 Weeks,166
Climate Change: Carbon Capture and Storage,10551,Self-paced on your time,The University of Edinburgh,"['Mathieu Lucquiaud', 'Mark Wilkinson', 'MennatAllah Labib']",Introductory,Engineering,English,['English'],2–3 hours per week,5 Weeks,49
Reservoir Geomechanics,5280,Self-paced on your time,Stanford University,['Mark D. Zoback'],Introductory,Energy & Earth Sciences,English,['English'],3–6 hours per week,10 Weeks,129
Fundamentos de administración estratégica,53260,Self-paced on your time,Universidades Anáhuac,"['Gregorio Barcala Rubio', 'Mauricio De Anda Hernández']",Intermediate,Business & Management,Español,['Español'],5–7 hours per week,5 Weeks,49
IoT System Architecture: Design and Evaluation,5914,Self-paced on your time,Waseda University,"['Hironori Washizaki', 'Kenji Tei']",Introductory,Computer Science,English,['English'],3–5 hours per week,3 Weeks,99
Noongar Language and Culture,10858,Self-paced on your time,Curtin University,"['Marion Kickett', 'Simon Forrest']",Introductory,Language,English,['English'],2–3 hours per week,6 Weeks,139
Sorting Truth From Fiction: Civic Online Reasoning,53260,Instructor-led on a course schedule,Massachusetts Institute of Technology,"['Justin Reich', 'Sam Wineburg']",Introductory,Education & Teacher Training,English,['English'],2–4 hours per week,4 Weeks,49
Sustainable Food Security: Food Access,18943,Self-paced on your time,Wageningen University & Research,"['Marrit van den Berg', 'Hilde Bras', 'Jeroen Candel', 'Jessica Duncan']",Introductory,Social Sciences,English,['English'],6–8 hours per week,6 Weeks,49
Bases Matemáticas: Integrales,23703,Self-paced on your time,Universitat Politècnica de Valencia,['Antonio José Guirao Sánchez'],Introductory,Math,Español,['Español'],4–5 hours per week,5 Weeks,50
Epidemics II,8565,Self-paced on your time,University of Hong Kong,"['Gabriel M. Leung', 'Joseph Wu', 'Guan Yi', 'Malik Peiris']",Introductory,Medicine,English,"['English', '中文', '中文']",2–3 hours per week,3 Weeks,139
Derechos humanos: Los derechos de las personas refugiadas,28398,Self-paced on your time,Amnesty International,['Amnistía Internacional'],Introductory,Humanities,Español,['Español'],3–5 hours per week,3 Weeks,49
Sign Language Science: Factors Contributing to Natural Learning,53260,Self-paced on your time,Georgetown University,['Ted Supalla'],Introductory,Language,English,['English'],3–5 hours per week,4 Weeks,99
Big Data Analytics,43009,Self-paced on your time,University of Adelaide,"['Lewis Mitchell', 'Simon Tuke', 'David Suter']",Intermediate,Computer Science,English,['English'],8–10 hours per week,10 Weeks,199
"A-level Mathematics for Year 13 - Course 1: Functions, Sequences and Series, and Numerical Methods",6594,Self-paced on your time,Imperial College London,"['Philip Ramsden', 'Phil Chaffe']",Intermediate,Math,English,['English'],2–4 hours per week,7 Weeks,49
ODS en la Agenda 2030 de las Naciones Unidas: Retos de los Objetivos de Desarrollo Sostenible,16028,Self-paced on your time,Universitat Politècnica de Valencia,"['Carola Calabuig Tormo', 'María Ángeles Abellán López', 'Antonio Miguel Nogués Pedregal', 'Irene Belmonte Martín']",Introductory,Social Sciences,Español,"['English', 'Español']",3–4 hours per week,6 Weeks,25
Achieving Product-Market Fit,53260,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",['James Green'],Introductory,Business & Management,English,['English'],2–3 hours per week,4 Weeks,199
Culture and Law: The East Asian Perspective,53260,Self-paced on your time,Waseda University,['Maji C. Rhee'],Introductory,Social Sciences,English,['English'],4–6 hours per week,3 Weeks,49
Fundamentals of Market Structure,32049,Self-paced on your time,NYIF,['Chris White'],Introductory,Economics & Finance,English,['English'],1–2 hours per week,1 Weeks,25
Protecting Children in Humanitarian Settings,7246,Self-paced on your time,Columbia University,"['Hanna', 'Tina Fischer', 'Mark Canavera', 'Michael G. Wessells']",Intermediate,Social Sciences,English,['English'],3–5 hours per week,12 Weeks,50
How to Achieve the Sustainable Development Goals,12719,Self-paced on your time,SDG Academy,['Jeffrey D. Sachs'],Intermediate,Environmental Studies,English,"['English', 'Русский']",4–6 hours per week,7 Weeks,49
Aprendizaje y Enseñanza en la Era Digital,16954,Self-paced on your time,Universidad Galileo,"['Carlos Alario', 'Hoyos', 'Rocael Hernández', 'Miguel Morales', 'Mónica De La Roca']",Intermediate,Education & Teacher Training,Español,['Español'],4–5 hours per week,4 Weeks,49
From Atoms to Stars: How Physics Explains Our World,15914,Self-paced on your time,National Research Nuclear University,['Andrey S. Olchak'],Intermediate,Physics,English,"['English', 'Русский']",2–3 hours per week,4 Weeks,49
The Threat of Nuclear Terrorism,53260,Self-paced on your time,Stanford University,['William Perry'],Introductory,History,English,['English'],1–5 hours per week,5 Weeks,50
Introducción a Matemáticas para Finanzas y Negocios,53260,Self-paced on your time,Tecnológico de Monterrey,['Luis A. Hernández Arámburo'],Advanced,Economics & Finance,Español,['Español'],5–8 hours per week,5 Weeks,49
Ingeniería de aeropuertos: diseño del lado aire según OACI (ICAO),53260,Self-paced on your time,Universitat Politècnica de Valencia,['Ignacio Despujol'],Intermediate,Engineering,Español,['Español'],4–5 hours per week,7 Weeks,75
Liderazgo inclusivo,53260,Self-paced on your time,Universidad Carlos III de Madrid,"['Carmen Paz', 'Aparicio', 'María José Sánchez Bueno', 'Fernando Muñoz Bullón']",Intermediate,Business & Management,Español,['Español'],3–5 hours per week,5 Weeks,29
مساق اللّغة العربيّة,53260,Self-paced on your time,United Arab Emirates University,['باسلة موسى جلو'],Introductory,Language,اللغة العربية,['اللغة العربية'],3–4 hours per week,8 Weeks,49
"Architecture, Algorithms, and Protocols of a Quantum Computer and Quantum Internet",8330,Self-paced on your time,Delft University of Technology,"['Koen Bertels', 'Carmen G. Almudever', 'David Elkouss', 'Nader Khammassi']",Intermediate,Physics,English,['English'],6–8 hours per week,6 Weeks,79
Contemporary Issues in World Politics,11426,Self-paced on your time,Università degli Studi di Napoli Federico II,"['İlter Turan', 'Mehmet Ali Tuğtan']",Introductory,Social Sciences,English,['English'],4–6 hours per week,7 Weeks,59
More Fun with Prime Numbers,10604,Self-paced on your time,Kyoto University,['Tetsushi Ito'],Intermediate,Math,English,['English'],1–2 hours per week,5 Weeks,49
Enterprise Selling,5020,Self-paced on your time,Queen’s University,['Jim Hamilton'],Introductory,Business & Management,English,['English'],4–6 hours per week,6 Weeks,149
Climate Change: Financial Risks and Opportunities,9977,Self-paced on your time,Imperial College Business School-Imperial College London,['Charles Donovan'],Intermediate,Economics & Finance,English,['English'],2–10 hours per week,4 Weeks,79
Caer o No caer. El Secreto de las Estructuras.,20939,Self-paced on your time,Universidad Carlos III de Madrid,"['Carlos Santiuste', 'José Fernández Sáez', 'Ramón Zaera', 'José Luis Pérez Castellanos']",Introductory,Engineering,Español,['Español'],2–3 hours per week,8 Weeks,29
Mandarin Chinese Level 2,8784,Self-paced on your time,MandarinX,['Estella Chen'],Introductory,Language,English,['English'],4–10 hours per week,6 Weeks,149
Design Thinking: Prototyping and User Testing,10769,Self-paced on your time,Rochester Institute of Technology,"['Jennifer Englert', 'Melissa Dawson']",Intermediate,Business & Management,English,['English'],8–12 hours per week,6 Weeks,299
Bases Matemáticas: Derivadas,24301,Self-paced on your time,Universitat Politècnica de Valencia,"['Santiago Moll López', 'José Antonio Moraño Fernández']",Introductory,Math,Español,['Español'],3–4 hours per week,5 Weeks,50
Buscar en Internet,27320,Self-paced on your time,Universitat Politècnica de Valencia,"['Jaime Busquets', 'Ana María Checa Rubio', 'Ignacio Despujol']",Introductory,Computer Science,Español,['Español'],3–4 hours per week,7 Weeks,49
Big Data and Education,14909,Self-paced on your time,University of Pennsylvania,['Ryan Baker'],Advanced,Data Analysis & Statistics,English,['English'],6–12 hours per week,8 Weeks,169
Model-Based Automotive Systems Engineering,13857,Instructor-led on a course schedule,Chalmers University of Technology,['Jonas Fredriksson'],Advanced,Engineering,English,['English'],10–20 hours per week,7 Weeks,249
Introduction to Hyperledger Blockchain Technologies,138884,Self-paced on your time,The Linux Foundation,"['Alexandra Groetsema', 'Arianna Groetsema', 'Navroop Sahdev', 'Nathalie Salami']",Introductory,Business & Management,English,['English'],3–4 hours per week,14 Weeks,199
